CLICK_DATE|EVENT_ID|USER_ID|USERAGENT|BROWSER_VENDOR BROWSER_NAME - VERSION|HARDWARE_MODEL|ACCOUNT_ID|TIMING|PPC|DATE
2021-03-25 07:28:53|bbd76201ff63c6df5e80cebd|10546|Mozilla/5.0 (Linux; Android 4.4.4; XT1080 Build/SU6-7.7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36|Google Chrome Mobile-68|XT1080|63448.0|20|0.13|2021-03-25
2021-03-25 05:54:42|2db8b814e37d48d40c889b41|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|NULL|6|0.0|2021-03-25
2021-03-25 05:54:43|c7df5007031b084cd6b96e56|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|8|0.0|2021-03-25
2021-03-25 05:54:43|f86e43f816f8cdacffc691cf|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.07|2021-03-25
2021-03-25 05:54:43|72e228d3430f8b754757060c|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|8|0.0|2021-03-25
2021-03-25 05:54:43|a2a30be86845923c43bd83cd|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|11|0.0|2021-03-25
2021-03-25 05:54:43|97e868002b535d9d9558eeb4|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|9|0.0|2021-03-25
2021-03-25 05:54:43|8c1317d06e5a9e4f5327779c|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.0|2021-03-25
2021-03-25 05:54:43|308199a4347fc472b6cda1de|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|6|0.0|2021-03-25
2021-03-25 05:54:43|af0cc9744348b03769b78a49|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|6|0.0|2021-03-25
2021-03-25 05:54:43|416c3fcb6acdcd2fab4f8516|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|6|0.0|2021-03-25
2021-03-25 05:54:43|d8bc1ee931dc2bd38af3bf32|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|8|0.07|2021-03-25
2021-03-25 05:54:43|1975e46748f91c5223b26d5c|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.07|2021-03-25
2021-03-25 05:54:43|f55dc6f582fe8cb181beb52c|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|6|0.0|2021-03-25
2021-03-25 05:54:43|923001b0cea8be26f6399884|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|6|0.0|2021-03-25
2021-03-25 05:54:43|56db33a314f38b5d513d3707|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.0|2021-03-25
2021-03-25 05:54:43|9086ef983f1837414bd9b051|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.0|2021-03-25
2021-03-25 05:54:43|9e4d6923ea29b4311cba4ae0|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.0|2021-03-25
2021-03-25 05:54:43|6c1ddb2ec2b6ba2a870aa476|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|NULL|5|0.07|2021-03-25
2021-03-25 05:54:43|14ccff43956d6af83dbd0d17|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|NULL|6|0.07|2021-03-25
2021-03-25 05:54:43|9f7f9125128f4a7c820daf59|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|NULL|10|0.07|2021-03-25
2021-03-25 05:54:43|293785ce1096e612f54323ab|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.07|2021-03-25
2021-03-25 05:54:43|e2c094d4057002d82e77e42b|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|6|0.0|2021-03-25
2021-03-25 05:54:43|6e291ff1f3a9f2bd5bae57d2|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|8|0.0|2021-03-25
2021-03-25 05:54:42|cc431371e5cc645caf6c128b|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|5|0.07|2021-03-25
2021-03-25 05:54:43|8eab30957b20a5fecf3d1afd|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.07|2021-03-25
2021-03-25 05:54:43|45d045601d88164714c3a62c|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|5|0.0|2021-03-25
2021-03-25 05:54:43|1a4925a1be124113333af7c5|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.0|2021-03-25
2021-03-25 05:54:43|b3daf27aee291d89d9646de2|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|NULL|9|0.07|2021-03-25
2021-03-25 05:54:43|8d362ba67a46cc33b4407334|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|16|0.0|2021-03-25
2021-03-25 05:54:43|85509174c04c56ec329d8759|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.0|2021-03-25
2021-03-25 05:54:43|2840c59cdc1eaea7ebb7e5e7|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|9|0.0|2021-03-25
2021-03-25 05:54:43|23d95581f75c442f76f48979|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.0|2021-03-25
2021-03-25 05:54:43|328049ec61802c1957bd7e68|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|8|0.0|2021-03-25
2021-03-25 05:54:43|36289e7388b307a3ddb4982b|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|7|0.0|2021-03-25
2021-03-25 05:54:43|cd256307b85c3ccad5bd59ae|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|8|0.0|2021-03-25
2021-03-25 05:54:43|7b252d8c1909a64f68a9ca5c|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|8|0.0|2021-03-25
2021-03-25 05:54:43|d1ad2295c8d6fce4bf92d774|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|9|0.0|2021-03-25
2021-03-25 05:54:43|8c318b66ad8dc0572d7bb870|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|6|0.0|2021-03-25
2021-03-25 05:54:43|a168440371ee73bfb7eb6b2f|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|8|0.0|2021-03-25
2021-03-25 05:54:44|f7b00dcf1c5cc3f572cd04d1|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|8|0.0|2021-03-25
2021-03-25 05:54:43|3f72bce2b7bff38196557118|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|5|0.0|2021-03-25
2021-03-25 05:54:43|2390dbb87bbe639b883b90aa|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|8|0.0|2021-03-25
2021-03-25 05:54:43|1eceaca0468b2b8ae4d4c973|11316|Mozilla/5.0 (Linux; Android 5.0.1; GT-I9515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|GT-I9515|801.0|8|0.0|2021-03-25
2021-03-25 00:49:49|071e097516c7e001b3a34945|11316|Mozilla/5.0 (Linux; Android 6.0.1; ONE E1003) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|E1003|801.0|17|0.0|2021-03-25
2021-03-25 04:50:20|dd214d3f085c44cb4679db79|11317|Mozilla/5.0 (Linux; Android 8.0.0; ATU-L11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|ATU-L11|63412.0|9|0.0|2021-03-25
2021-03-25 08:12:14|56ec6e6f63b27196ce519efd|11317|Mozilla/5.0 (Linux; Android 8.0.0; ATU-L11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|ATU-L11|63412.0|8|0.0|2021-03-25
2021-03-24 23:05:49|aa2e3eeb93ca2ca13a6df2be|10917|Mozilla/5.0 (Linux; Android 8.0.0; ATU-L11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|ATU-L11|63370.0|15|0.0|2021-03-24
2021-03-25 08:51:47|2ed541688a0e22228fab522a|10928|Mozilla/5.0 (Linux; Android 6.0.1; SM-S550TL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|SM-S550TL|2509.0|8|0.0|2021-03-25
2021-03-25 06:00:01|fe373b1de8787ec8ad8156dc|11316|Mozilla/5.0 (Linux; Android 9; SNE-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|SNE-LX1|801.0|10|0.0|2021-03-25
2021-03-25 07:25:48|147f01935b16529b9decf04c|11316|Mozilla/5.0 (Linux; Android 9; SNE-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|SNE-LX1|801.0|6|0.0|2021-03-25
2021-03-25 07:12:40|2a29f35f239a0b4b7a6ec456|11316|Mozilla/5.0 (Linux; Android 9; SNE-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|SNE-LX1|801.0|7|0.0|2021-03-25
2021-03-25 07:04:06|43e4363c86fe631d1a186519|11045|Mozilla/5.0 (Linux; Android 6.0.1; SM-A700FD) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|SM-A700FD|63541.0|7|0.0|2021-03-25
2021-03-25 00:52:25|ec1adf11ca263ea6da2d3e9a|11111|Mozilla/5.0 (Linux; Android 8.1.0; 5033E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|5033E|63448.0|11|0.13|2021-03-25
2021-03-25 01:39:24|8f1a9d92a397a00ab9bee55c|10522|Mozilla/5.0 (Linux; Android 8.1.0; 5033E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|5033E|58118.0|16|0.12|2021-03-25
2021-03-25 03:01:29|9ff1257cabf2426ced330a5d|11352|Mozilla/5.0 (Linux; Android 8.0.0; LDN-LX2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-87|LDN-LX2|63541.0|15|0.0|2021-03-25
2021-03-25 06:40:52|a0e441ac699de5722e8b6295|11045|Mozilla/5.0 (Linux; Android 8.0.0; LDN-LX2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-87|LDN-LX2|63541.0|4|0.0|2021-03-25
2021-03-25 05:09:54|90b2d31358d9448b4e1cc333|10521|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|63448.0|5|0.0|2021-03-25
2021-03-25 09:07:09|66d1dfa8769f58223d220ed4|10898|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|2509.0|5|0.0|2021-03-25
2021-03-25 09:07:18|bf9478aa9cc31561045f363e|10958|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|52022.0|6|0.0|2021-03-25
2021-03-25 01:53:25|8b2f14c77e4131b833a52a7f|10850|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|801.0|15|0.0|2021-03-25
2021-03-25 01:54:13|9651e9b89336d5149eddd778|11111|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|2509.0|5|0.0|2021-03-25
2021-03-25 01:37:37|b8c8eafa8a146af81673e6c2|10046|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|63448.0|18|0.0|2021-03-25
2021-03-25 02:40:17|0acb30143b684e7d9447e7b6|10546|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|63448.0|17|0.13|2021-03-25
2021-03-25 04:32:33|d08cfd613b384ae9c323314b|10878|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|2509.0|8|0.0|2021-03-25
2021-03-25 04:57:35|e1c7d1709650da811827d9c7|10558|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|2509.0|5|0.0|2021-03-25
2021-03-25 02:38:11|133889f820790566b216f62f|10898|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|63450.0|16|0.13|2021-03-25
2021-03-25 04:54:31|eda88c8fc862088cffd3bc90|10915|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|801.0|22|0.0|2021-03-25
2021-03-25 01:13:29|21a03f9ac6e33173b3a32a55|10956|Mozilla/5.0 (Linux; Android 8.1.0; LM-X210CM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX210CM|2509.0|17|0.0|2021-03-25
