CLICK_DATE|EVENT_ID|USER_ID|USERAGENT|BROWSER_VENDOR BROWSER_NAME - VERSION|HARDWARE_MODEL|ACCOUNT_ID|TIMING|PPC|DATE
2021-03-18 08:11:10|e71395e884fcfc3feeff6f67|10249|Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36|Google Chrome-88|Unknown|57951.0|12|0.1|2021-03-18
2021-03-18 08:11:01|10345412f6717bc39f8def1a|11111|Mozilla/5.0 (Linux; Android 8.1.0; moto e5 (XT1920DL)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36|Google Chrome Mobile-86|XT1920DL|NULL|8|0.0|2021-03-18
2021-03-18 08:11:01|4111de19f7f95a254da2b8ab|10249|Mozilla/5.0 (X11; CrOS x86_64 13729.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36|Google Chrome-86|Unknown|NULL|8|0.0|2021-03-18
2021-03-18 08:11:01|e02f40dcd53d62ddd8b16e87|11352|Mozilla/5.0 (X11; CrOS x86_64 13597.94.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.186 Safari/537.36|Google Chrome-85|Unknown|63314.0|9|0.0|2021-03-18
2021-03-18 08:11:01|3bb99c978a0775a78c42bc5e|10918|Mozilla/5.0 (Linux; Android 10; BE2012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36|Google Chrome Mobile-83|Generic Android|833.0|8|0.0|2021-03-18
2021-03-18 08:11:02|436e88c6d8e7015562c69421|10898|Mozilla/5.0 (Linux; Android 9; SM-J737T1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.96 Mobile Safari/537.36|Google Chrome Mobile-78|SM-J737T1|63450.0|9|0.0|2021-03-18
2021-03-18 08:11:02|b39a0518d15e2c2678c06199|11328|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36|Google Chrome-87|Macintosh|63542.0|7|0.0|2021-03-18
2021-03-18 08:11:03|3d3f61b8b1c297782ece2ee8|10918|Mozilla/5.0 (Linux; Android 11; SM-G991U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Mobile Safari/537.36|Google Chrome Mobile-85|SM-G975U|NULL|5|0.0|2021-03-18
2021-03-18 08:11:03|930fc55fcf91131917531b98|10398|Mozilla/5.0 (X11; CrOS x86_64 13729.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36|Google Chrome-86|Unknown|63448.0|19|0.13|2021-03-18
2021-03-18 08:11:03|6a6d8379901b7e2f18f3c166|11326|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36|Google Chrome-87|Macintosh|63542.0|5|0.0|2021-03-18
2021-03-18 08:11:03|d5624cbfe5be3f6da5d14653|10546|Mozilla/5.0 (Linux; Android 8.1.0; LG-Q710AL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Mobile Safari/537.36|Google Chrome Mobile-86|Q710AL|63448.0|18|0.13|2021-03-18
2021-03-18 08:11:04|900c4b6c38ff54aabc96fb47|11352|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36|Google Chrome-87|Macintosh|63542.0|9|0.02|2021-03-18
2021-03-18 08:11:05|1fa36fd0c782704e04951934|10946|Mozilla/5.0 (Linux; Android 10; LM-K500) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36|Google Chrome Mobile-86|LMK500|58201.0|6|0.0|2021-03-18
2021-03-18 08:11:05|9cf2bf82bd76aed5bae2cf3b|10546|Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-S205DL) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36|Samsung Samsung Browser-11.2|SM-S205DL|63448.0|31|0.13|2021-03-18
2021-03-18 08:11:06|6b81c5ec9a2ef0f3505f1c10|10946|Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-S327VL) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36|Samsung Samsung Browser-11.2|SM-S327VL|NULL|28|0.0|2021-03-18
2021-03-18 08:11:06|2a69e13c1aefa06c59f48474|10546|Mozilla/5.0 (Linux; Android 10; LM-K500) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36|Google Chrome Mobile-86|LMK500|63448.0|7|0.0|2021-03-18
2021-03-18 08:11:06|ae2e397ecea654a7ed061c1f|11352|Mozilla/5.0 (X11; CrOS x86_64 13597.94.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.186 Safari/537.36|Google Chrome-85|Unknown|63314.0|18|0.0|2021-03-18
2021-03-18 08:11:06|e05cf9457d8cab1cd18562fd|11210|Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G975U1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36|Samsung Samsung Browser-11.2|SM-G975U1|63207.0|22|0.13|2021-03-18
2021-03-18 08:11:07|ff6d431c26b575d08daa2a51|10951|Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-S205DL) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36|Samsung Samsung Browser-11.2|SM-S205DL|NULL|21|0.0|2021-03-18
2021-03-18 08:11:07|17440106d7c2d81bcee1fc25|10249|Mozilla/5.0 (X11; CrOS x86_64 13597.94.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.186 Safari/537.36|Google Chrome-85|Unknown|NULL|5|0.0|2021-03-18
2021-03-18 08:11:08|03fd3fa7558fa1874be02c2e|10953|Mozilla/5.0 (Linux; Android 10; 5007Z) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36|Google Chrome Mobile-83|5007Z|2509.0|9|0.0|2021-03-18
2021-03-18 08:11:08|b6c7c6e64256f5c8d369fe3e|10901|Mozilla/5.0 (Linux; Android 10; 5007Z) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36|Google Chrome Mobile-83|5007Z|2509.0|7|0.0|2021-03-18
2021-03-18 08:11:08|feb752955a3efde2ca56a2a1|10953|Mozilla/5.0 (Linux; Android 10; LM-Q730) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.93 Mobile Safari/537.36|Google Chrome Mobile-86|LM-Q730|58201.0|8|0.0|2021-03-18
2021-03-18 08:11:08|17bee5cd07f08591aa280f12|10946|Mozilla/5.0 (Linux; Android 10; KAZ-N20) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36|Google Chrome Mobile-86|Generic Android|58201.0|6|0.0|2021-03-18
2021-03-18 08:11:08|8fc063e5034b40f5e63908cb|10954|Mozilla/5.0 (Linux; Android 8.0.0; moto e5 play Build/OPPS27.91-121-4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.126 Mobile Safari/537.36|Google Chrome Mobile-66|Moto E Play (5th Gen.)|2509.0|9|0.0|2021-03-18
2021-03-18 08:11:09|d85dfed3a6e1f4392caa8be4|10953|Mozilla/5.0 (Linux; Android 9; moto e6 (XT2005DL)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36|Google Chrome Mobile-85|XT2005DL|58201.0|9|0.1|2021-03-18
2021-03-18 08:11:09|7cf16f03437440fb1aa57ba8|10953|Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G981U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36|Samsung Samsung Browser-11.2|SM-G981U|58202.0|25|0.0|2021-03-18
2021-03-18 08:11:09|bad4af31aa2615283a4b5804|10953|Mozilla/5.0 (Linux; Android 10; SM-A115U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.72 Mobile Safari/537.36|Google Chrome Mobile-86|SM-A115U|58202.0|9|0.0|2021-03-18
2021-03-18 08:11:10|999c2d9367d9792dacc105e7|10953|Mozilla/5.0 (Linux; Android 10; Z5156CC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36|Google Chrome Mobile-85|Z5156CC|58201.0|8|0.0|2021-03-18
2021-03-18 08:11:01|112d3ffc1251d0b710ee436c|10046|Mozilla/5.0 (Linux; Android 11; Pixel 3a XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36|Google Chrome Mobile-87|Pixel 3a XL|63448.0|11|0.0|2021-03-18
2021-03-18 08:11:03|a14cbdf24e59d8b81fc34d6c|10945|Mozilla/5.0 (Linux; Android 9; LM-X220) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36|Google Chrome Mobile-86|LM-X220|48109.0|11|0.13|2021-03-18
2021-03-18 08:11:03|27319a1c946f0766c669ebc6|10951|Mozilla/5.0 (Linux; Android 8.1.0; SAMSUNG-SM-J327A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36|Google Chrome Mobile-86|SM-J327A|17778.0|23|0.0|2021-03-18
2021-03-18 08:11:04|c5e875f8e8fcc51e42a53dd3|10953|Mozilla/5.0 (Linux; Android 9; LM-X420) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.99 Mobile Safari/537.36|Google Chrome Mobile-86|LMX420|NULL|9|0.0|2021-03-18
2021-03-18 08:11:04|f3410042ace7fd6b74709ef4|10828|Mozilla/5.0 (Linux; Android 10; SM-G970U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Mobile Safari/537.36|Google Chrome Mobile-86|SM-G970U|2509.0|6|0.0|2021-03-18
2021-03-18 08:11:04|0c2c681aa6409ce172c7faf0|10953|Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A215U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/11.0 Chrome/75.0.3770.143 Mobile Safari/537.36|Samsung Samsung Browser-11.0|SM-A215U|NULL|24|0.0|2021-03-18
2021-03-18 08:11:05|96a75ec53c62c7c2f09973e7|10901|Mozilla/5.0 (Linux; Android 10; SM-A102U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Mobile Safari/537.36|Google Chrome Mobile-84|SM-A102U1|63448.0|7|0.0|2021-03-18
2021-03-18 08:11:05|0e6eb1a393c9e26a376e12bc|11352|Mozilla/5.0 (Linux; Android 7.1.1; Nexus 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36|Google Chrome Mobile-85|Nexus 6|63541.0|10|0.0|2021-03-18
2021-03-18 08:11:05|52668981f616015a74eb803a|10521|Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-S367VL) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36|Samsung Samsung Browser-11.2|SM-S367VL|63448.0|23|0.13|2021-03-18
2021-03-18 08:11:05|f2c1b1eab2c4cea5ebcf7bb5|10546|Mozilla/5.0 (Linux; Android 7.1.1; SAMSUNG-SM-J320A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36|Google Chrome Mobile-85|SM-J320A|63448.0|9|0.12|2021-03-18
2021-03-18 08:11:06|43d4aa2f6f69fcaf8f13ae99|10900|Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-N986U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36|Samsung Samsung Browser-11.2|SM-G988U|2509.0|27|0.17|2021-03-18
2021-03-18 08:11:06|d9b6a48289c4f05b9d94af24|11327|Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36|Google Chrome-86|Unknown|63542.0|10|0.08|2021-03-18
2021-03-18 08:11:07|808e6276aefa3eb61eb7c7a7|10951|Mozilla/5.0 (Linux; Android 9; Nokia 3.1 C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Mobile Safari/537.36|Google Chrome Mobile-86|Nokia 3.1 C|2509.0|7|0.0|2021-03-18
2021-03-18 08:11:07|22083cf3478008d079d17110|10546|Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36|Samsung Samsung Browser-11.2|SM-G950U|63448.0|25|0.13|2021-03-18
2021-03-18 08:11:07|5a14bcb3a20d5f6c77411a51|10946|Mozilla/5.0 (Linux; Android 10; LGL455DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36|Google Chrome Mobile-83|Generic Android|58201.0|9|0.13|2021-03-18
2021-03-18 08:11:07|e1b71ab83b34dd3000be369f|11352|Mozilla/5.0 (Linux; Android 9; SM-A207M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Mobile Safari/537.36|Google Chrome Mobile-86|SM-A207M|63541.0|9|0.00568|2021-03-18
2021-03-18 08:11:07|b5af99b4d63278098c49958c|11316|Mozilla/5.0 (Linux; Android 10; MAR-LX1A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Mobile Safari/537.36|Google Chrome Mobile-81|MAR-LX1A|NULL|5|0.0|2021-03-18
2021-03-18 08:11:08|57834b153def0748361b35ef|10828|Mozilla/5.0 (Linux; Android 10; SM-G970U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Mobile Safari/537.36|Google Chrome Mobile-86|SM-G970U|2509.0|8|0.0|2021-03-18
2021-03-18 08:11:08|27fdc638b394f061357c5d43|10958|Mozilla/5.0 (Linux; Android 10; moto z4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36|Google Chrome Mobile-85|moto z (4th Gen.)|2509.0|7|0.0|2021-03-18
2021-03-18 08:11:08|8f6b44aaf946e16acf28e807|10958|Mozilla/5.0 (Linux; Android 8.1.0; A503DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36|Google Chrome Mobile-86|A503DL|2509.0|10|0.0|2021-03-18
2021-03-18 08:11:08|ee936dee2e5bae28bfec6991|10956|Mozilla/5.0 (Linux; Android 10; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Mobile Safari/537.36|Google Chrome Mobile-87|SM-G965U|48109.0|11|0.0|2021-03-18
2021-03-18 08:11:09|4b12b5a13d9212c4ad7761e3|10398|Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36|Samsung Samsung Browser-11.2|SM-G950U|NULL|31|0.0|2021-03-18
2021-03-18 08:11:09|89d06bb8f72a085f5e32a658|11310|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.152 YaBrowser/21.2.3.100 Yowser/2.5 Safari/537.36|Google Chrome-88|Unknown|63542.0|7|0.0|2021-03-18
2021-03-18 08:11:01|796a3f88c13cb2532b4ff537|10900|Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-N960U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.2 Chrome/83.0.4103.106 Mobile Safari/537.36|Samsung Samsung Browser-11.2|SM-N960U|63449.0|20|0.0|2021-03-18
2021-03-18 08:11:01|b863b0e7f95fec9da196e26f|11322|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36|Google Chrome-88|Unknown|63850.0|9|0.0|2021-03-18
2021-03-18 08:11:01|992d2755adc8a3ee527c04c5|10875|Mozilla/5.0 (Linux; Android 8.1.0; LM-X220PM) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36|Google Chrome Mobile-70|LMX220PM|2509.0|11|0.0|2021-03-18
2021-03-18 08:11:02|7796607ef615e87d4475c3e4|11046|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36|Google Chrome-88|Unknown|63877.0|7|0.19|2021-03-18
2021-03-18 08:11:02|dfef8969b71047a12a231dcf|11316|Mozilla/5.0 (Linux; Android 10; MAR-LX1B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.86 Mobile Safari/537.36|Google Chrome Mobile-86|MAR-LX1B|NULL|10|0.0|2021-03-18
2021-03-18 08:11:02|70e1f2c25c37e567723fc2aa|10521|Mozilla/5.0 (Linux; Android 5.1.1; LG-K330) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36|Google Chrome Mobile-71|K330|2509.0|9|0.0|2021-03-18
2021-03-18 08:11:02|299b407c96a4c7c200c2092c|11326|Mozilla/5.0 (Linux; Android 10; LM-X320) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Mobile Safari/537.36|Google Chrome Mobile-86|LM-X320|63853.0|12|0.0|2021-03-18
2021-03-18 08:11:02|913fd4417d2e549b3946d148|11352|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36|Google Chrome-88|Unknown|63314.0|5|0.0697|2021-03-18
2021-03-18 08:11:02|39ae4e98b1794dcbede4ad0a|11323|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36|Google Chrome-88|Unknown|63314.0|5|0.0|2021-03-18
2021-03-18 08:11:03|7f18e21df8c2103aa03a397b|11353|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36|Google Chrome-88|Unknown|63314.0|7|0.21|2021-03-18
